ALLSKY_SFC_SW_DWN,WS10M,WS50M,T2M,RH2M,PRECTOTCORR,CLOUD_AMT,datetime
0.0,4.06,8.09,13.89,84.12,0.44,100.0,2023-11-29 20:00:00
0.0,5.1,8.4,14.04,88.01,0.62,100.0,2023-11-29 21:00:00
0.0,5.78,8.85,13.85,90.26,1.01,100.0,2023-11-29 22:00:00
0.0,5.76,8.82,13.53,90.78,1.52,99.98,2023-11-29 23:00:00
0.0,6.04,9.09,13.33,91.08,2.1,100.0,2023-11-30 00:00:00
0.0,5.82,8.9,13.37,92.33,2.61,99.98,2023-11-30 01:00:00
0.0,6.2,9.27,13.58,93.73,2.65,98.35,2023-11-30 02:00:00
0.0,6.38,9.3,13.65,95.7,2.46,81.24,2023-11-30 03:00:00
0.0,5.78,8.66,13.8,96.49,2.44,71.7,2023-11-30 04:00:00
0.0,4.92,7.94,13.95,97.08,2.52,14.82,2023-11-30 05:00:00
0.0,4.35,7.63,14.12,97.76,2.84,27.11,2023-11-30 06:00:00
19.2,4.39,7.74,14.52,97.81,2.44,50.51,2023-11-30 07:00:00
94.55,5.13,7.3,16.02,95.2,2.23,68.82,2023-11-30 08:00:00
145.93,5.39,6.81,17.9,92.73,2.44,84.56,2023-11-30 09:00:00
101.88,5.78,7.29,20.34,87.58,3.8,97.32,2023-11-30 10:00:00
113.57,7.35,9.37,22.56,80.24,5.49,99.48,2023-11-30 11:00:00
144.32,8.75,11.05,24.37,71.32,5.35,99.77,2023-11-30 12:00:00
274.35,8.8,11.02,25.33,65.72,2.64,72.1,2023-11-30 13:00:00
208.75,8.02,10.02,25.64,62.48,0.73,72.83,2023-11-30 14:00:00
125.57,6.99,8.84,25.42,60.84,0.11,74.39,2023-11-30 15:00:00
47.0,5.01,7.28,24.15,64.52,0.03,76.66,2023-11-30 16:00:00
3.08,3.07,6.77,20.28,81.76,0.01,72.81,2023-11-30 17:00:00
0.0,3.2,7.19,18.53,87.56,0.0,99.61,2023-11-30 18:00:00
0.0,3.36,7.66,17.69,89.56,0.0,99.43,2023-11-30 19:00:00
0.0,3.37,7.67,16.76,90.83,0.05,99.33,2023-11-30 20:00:00
0.0,3.18,7.17,15.6,90.63,0.05,99.24,2023-11-30 21:00:00
0.0,3.12,6.75,14.45,88.02,0.04,99.61,2023-11-30 22:00:00
0.0,3.17,6.71,13.48,83.82,0.03,86.68,2023-11-30 23:00:00
0.0,3.16,6.58,12.66,79.34,0.01,68.84,2023-12-01 00:00:00
0.0,3.13,6.37,11.89,75.9,0.0,45.75,2023-12-01 01:00:00
0.0,3.17,6.44,11.24,74.26,0.0,18.1,2023-12-01 02:00:00
0.0,3.4,7.34,10.97,72.24,0.0,5.2,2023-12-01 03:00:00
0.0,4.24,8.39,11.05,68.76,0.0,22.25,2023-12-01 04:00:00
0.0,5.14,8.37,10.94,67.85,0.0,82.94,2023-12-01 05:00:00
0.0,5.25,7.96,10.23,71.33,0.0,97.11,2023-12-01 06:00:00
27.23,5.1,7.56,9.71,74.33,0.0,80.75,2023-12-01 07:00:00
186.3,5.45,6.75,10.73,69.36,0.0,63.44,2023-12-01 08:00:00
357.3,6.05,7.19,13.22,57.51,0.0,49.29,2023-12-01 09:00:00
496.42,5.85,6.8,15.77,48.86,0.0,34.44,2023-12-01 10:00:00
599.53,5.47,6.27,17.82,43.49,0.0,5.82,2023-12-01 11:00:00
594.15,4.85,5.54,19.56,39.39,0.02,33.19,2023-12-01 12:00:00
551.25,4.17,4.72,20.6,38.01,0.06,26.81,2023-12-01 13:00:00
439.33,3.6,4.09,21.13,37.47,0.05,33.54,2023-12-01 14:00:00
293.92,3.47,4.01,20.79,38.78,0.02,39.11,2023-12-01 15:00:00
119.78,2.8,4.39,19.19,48.14,0.0,45.79,2023-12-01 16:00:00
5.97,2.72,5.35,14.93,69.68,0.0,56.56,2023-12-01 17:00:00
0.0,3.09,6.19,13.06,73.37,0.0,63.11,2023-12-01 18:00:00
0.0,3.18,6.81,12.23,74.75,0.0,82.99,2023-12-01 19:00:00
0.0,3.24,7.14,11.49,76.43,0.0,90.34,2023-12-01 20:00:00
0.0,3.15,6.97,10.72,78.99,0.0,72.29,2023-12-01 21:00:00
0.0,3.06,6.69,10.05,81.34,0.0,84.28,2023-12-01 22:00:00
0.0,3.03,6.59,9.45,83.08,0.0,96.29,2023-12-01 23:00:00
0.0,2.98,6.44,8.9,84.68,0.0,98.76,2023-12-02 00:00:00
0.0,2.93,6.36,8.47,86.0,0.09,99.95,2023-12-02 01:00:00
0.0,2.85,6.27,8.36,86.17,0.09,98.8,2023-12-02 02:00:00
0.0,2.62,5.65,8.11,87.92,0.09,99.0,2023-12-02 03:00:00
0.0,2.41,4.83,7.74,90.31,0.0,98.94,2023-12-02 04:00:00
0.0,2.33,4.36,7.25,92.31,0.0,99.91,2023-12-02 05:00:00
0.0,2.27,4.67,7.33,92.49,0.0,99.18,2023-12-02 06:00:00
19.6,3.06,6.1,7.75,88.89,0.0,99.2,2023-12-02 07:00:00
114.03,5.04,6.05,10.18,75.11,0.0,99.79,2023-12-02 08:00:00
230.25,4.41,4.94,13.29,64.61,0.0,99.0,2023-12-02 09:00:00
327.7,4.05,4.57,16.37,55.88,0.0,99.47,2023-12-02 10:00:00
462.95,3.76,4.27,18.74,48.97,0.0,99.58,2023-12-02 11:00:00
492.12,3.78,4.42,20.47,43.29,0.0,99.59,2023-12-02 12:00:00
440.65,3.88,4.66,21.63,39.67,0.0,99.9,2023-12-02 13:00:00
354.62,3.7,4.56,22.29,38.02,0.0,100.0,2023-12-02 14:00:00
232.85,3.08,3.93,22.38,38.86,0.0,99.45,2023-12-02 15:00:00
93.1,1.45,2.32,21.3,53.16,0.0,97.71,2023-12-02 16:00:00
5.32,0.81,1.27,19.56,52.95,0.0,98.83,2023-12-02 17:00:00
0.0,1.57,2.51,17.3,59.46,0.0,99.07,2023-12-02 18:00:00
0.0,2.77,4.9,14.52,71.86,0.0,96.78,2023-12-02 19:00:00
0.0,3.43,6.91,12.66,76.44,0.0,97.53,2023-12-02 20:00:00
0.0,3.58,7.7,11.33,74.41,0.0,93.03,2023-12-02 21:00:00
0.0,3.77,8.33,10.27,69.22,0.0,98.97,2023-12-02 22:00:00
0.0,3.95,8.85,9.55,65.2,0.0,98.2,2023-12-02 23:00:00
0.0,3.96,8.89,8.74,65.06,0.0,99.07,2023-12-03 00:00:00
0.0,3.88,8.67,7.84,65.71,0.0,100.0,2023-12-03 01:00:00
0.0,3.82,8.44,7.17,64.37,0.0,99.37,2023-12-03 02:00:00
0.0,3.78,8.29,6.59,61.92,0.0,75.5,2023-12-03 03:00:00
0.0,3.81,8.39,6.13,59.86,0.0,94.76,2023-12-03 04:00:00
0.0,3.88,8.63,5.84,58.33,0.0,99.02,2023-12-03 05:00:00
0.0,3.89,8.67,5.58,58.37,0.0,95.48,2023-12-03 06:00:00
25.92,3.83,8.48,5.79,58.26,0.0,87.45,2023-12-03 07:00:00
188.57,4.74,6.91,9.34,44.66,0.0,78.36,2023-12-03 08:00:00
362.75,3.62,4.05,12.17,39.03,0.0,74.64,2023-12-03 09:00:00
500.73,2.28,2.45,15.44,36.38,0.0,70.22,2023-12-03 10:00:00
538.53,2.68,3.17,19.67,27.28,0.0,97.62,2023-12-03 11:00:00
587.83,4.5,5.49,22.53,18.31,0.0,95.7,2023-12-03 12:00:00
511.67,5.89,7.28,23.52,17.39,0.0,91.28,2023-12-03 13:00:00
446.92,6.46,8.15,23.94,17.95,0.0,60.69,2023-12-03 14:00:00
296.02,6.24,8.4,23.72,20.5,0.0,54.97,2023-12-03 15:00:00
124.12,4.65,8.82,21.33,30.62,0.0,48.81,2023-12-03 16:00:00
6.78,4.6,10.39,16.83,42.69,0.0,46.87,2023-12-03 17:00:00
0.0,5.27,11.23,15.49,45.45,0.0,44.3,2023-12-03 18:00:00
0.0,5.66,11.13,14.81,47.69,0.0,14.68,2023-12-03 19:00:00
0.0,5.48,10.73,13.73,51.48,0.0,8.64,2023-12-03 20:00:00
0.0,5.62,10.64,13.01,53.44,0.0,9.16,2023-12-03 21:00:00
0.0,5.81,10.56,12.53,55.05,0.0,6.61,2023-12-03 22:00:00
0.0,6.17,10.69,12.19,56.1,0.0,6.1,2023-12-03 23:00:00
0.0,6.14,10.41,11.65,58.05,0.0,6.61,2023-12-04 00:00:00
0.0,5.6,9.54,10.7,63.36,0.0,3.37,2023-12-04 01:00:00
0.0,4.51,8.58,9.25,71.93,0.0,0.07,2023-12-04 02:00:00
0.0,3.74,8.01,8.09,77.11,0.0,0.29,2023-12-04 03:00:00
0.0,3.54,7.88,7.45,76.58,0.0,0.51,2023-12-04 04:00:00
0.0,3.61,8.09,7.06,73.78,0.0,0.51,2023-12-04 05:00:00
0.0,3.63,8.12,6.58,72.86,0.0,2.56,2023-12-04 06:00:00
34.33,3.65,7.98,6.38,71.94,0.0,2.28,2023-12-04 07:00:00
218.7,4.92,6.37,9.27,56.51,0.0,2.0,2023-12-04 08:00:00
405.83,4.04,4.74,12.04,46.78,0.0,1.72,2023-12-04 09:00:00
552.22,4.93,5.94,15.77,28.41,0.0,1.44,2023-12-04 10:00:00
640.53,4.34,4.99,17.72,23.19,0.0,1.16,2023-12-04 11:00:00
662.4,3.66,4.13,18.99,21.69,0.0,0.89,2023-12-04 12:00:00
616.9,3.11,3.45,19.81,20.86,0.0,0.61,2023-12-04 13:00:00
508.38,2.74,3.01,20.08,20.92,0.0,0.33,2023-12-04 14:00:00
346.3,2.56,2.85,19.74,21.98,0.0,0.63,2023-12-04 15:00:00
150.7,1.86,2.98,18.08,36.02,0.0,0.93,2023-12-04 16:00:00
8.3,2.19,3.46,14.16,53.19,0.0,1.24,2023-12-04 17:00:00
0.0,2.4,3.71,12.64,52.12,0.0,1.54,2023-12-04 18:00:00
0.0,2.48,3.85,11.77,54.06,0.0,1.54,2023-12-04 19:00:00
0.0,2.53,3.95,10.99,55.96,0.0,2.56,2023-12-04 20:00:00
0.0,2.58,4.06,10.2,58.35,0.0,2.56,2023-12-04 21:00:00
0.0,2.6,4.11,9.46,60.5,0.0,4.1,2023-12-04 22:00:00
0.0,2.56,4.05,8.83,62.42,0.0,3.08,2023-12-04 23:00:00
0.0,2.43,3.8,8.33,64.0,0.0,2.56,2023-12-05 00:00:00
0.0,2.2,3.37,7.97,64.69,0.0,1.03,2023-12-05 01:00:00
0.0,1.84,2.73,7.83,64.11,0.0,1.95,2023-12-05 02:00:00
0.0,1.52,2.2,7.66,64.11,0.0,1.49,2023-12-05 03:00:00
0.0,1.27,1.82,7.37,65.41,0.0,1.03,2023-12-05 04:00:00
0.0,1.1,1.56,7.18,66.14,0.0,15.41,2023-12-05 05:00:00
0.0,0.92,1.27,7.28,65.41,0.0,6.18,2023-12-05 06:00:00
29.08,0.63,0.84,7.64,64.01,0.0,5.1,2023-12-05 07:00:00
201.8,0.56,0.66,9.19,63.86,0.0,4.16,2023-12-05 08:00:00
383.48,0.89,0.92,11.52,52.67,0.0,3.16,2023-12-05 09:00:00
525.75,0.47,0.62,15.22,43.14,0.0,2.16,2023-12-05 10:00:00
613.4,1.12,1.3,19.56,31.16,0.0,1.81,2023-12-05 11:00:00
633.72,0.87,1.02,21.38,27.89,0.0,1.46,2023-12-05 12:00:00
590.88,0.7,0.84,22.27,26.45,0.0,1.1,2023-12-05 13:00:00
485.5,0.55,0.66,22.73,25.42,0.0,1.02,2023-12-05 14:00:00
328.27,0.77,0.81,22.58,25.76,0.0,0.93,2023-12-05 15:00:00
139.7,1.08,1.61,20.93,43.14,0.0,0.85,2023-12-05 16:00:00
7.38,2.02,3.03,17.21,49.97,0.0,0.76,2023-12-05 17:00:00
0.0,2.72,4.3,14.49,55.46,0.0,0.68,2023-12-05 18:00:00
0.0,3.02,4.98,12.95,60.28,0.0,0.59,2023-12-05 19:00:00
0.0,3.0,4.95,12.11,62.15,0.0,0.51,2023-12-05 20:00:00
0.0,2.78,4.44,11.69,62.05,0.0,0.42,2023-12-05 21:00:00
0.0,2.52,3.9,11.43,61.36,0.0,0.34,2023-12-05 22:00:00
0.0,2.33,3.54,11.04,61.41,0.0,0.25,2023-12-05 23:00:00
0.0,2.28,3.44,10.35,63.54,0.0,0.17,2023-12-06 00:00:00
0.0,2.42,3.75,9.23,68.37,0.0,0.08,2023-12-06 01:00:00
0.0,2.77,4.6,7.8,75.8,0.0,0.0,2023-12-06 02:00:00
0.0,3.06,5.53,6.86,80.69,0.0,0.17,2023-12-06 03:00:00
0.0,3.14,6.23,6.33,83.87,0.0,0.34,2023-12-06 04:00:00
0.0,3.08,6.54,5.95,86.47,0.0,0.51,2023-12-06 05:00:00
0.0,2.96,6.35,5.47,89.24,0.0,2.56,2023-12-06 06:00:00
29.2,2.79,5.95,5.18,90.56,0.0,2.05,2023-12-06 07:00:00
205.2,3.48,4.6,8.27,74.0,0.0,1.54,2023-12-06 08:00:00
390.3,2.58,3.01,10.93,61.78,0.0,1.03,2023-12-06 09:00:00
536.42,3.25,3.83,14.54,42.63,0.0,0.52,2023-12-06 10:00:00
624.92,2.77,3.12,17.28,33.39,0.0,1.04,2023-12-06 11:00:00
642.8,2.13,2.36,19.56,28.06,0.0,3.13,2023-12-06 12:00:00
576.47,1.94,2.16,20.64,26.41,0.0,71.49,2023-12-06 13:00:00
470.17,2.02,2.28,20.99,26.27,0.0,75.58,2023-12-06 14:00:00
314.67,2.14,2.46,20.65,27.02,0.0,79.54,2023-12-06 15:00:00
127.97,1.68,2.87,18.74,44.93,0.0,83.8,2023-12-06 16:00:00
7.0,2.32,3.65,14.76,56.42,0.0,88.49,2023-12-06 17:00:00
0.0,2.78,4.55,12.92,59.4,0.0,92.21,2023-12-06 18:00:00
0.0,3.12,5.43,11.79,62.14,0.0,96.1,2023-12-06 19:00:00
0.0,3.37,6.16,10.79,64.05,0.0,94.02,2023-12-06 20:00:00
0.0,3.41,6.75,10.21,66.44,0.0,91.5,2023-12-06 21:00:00
0.0,3.36,7.2,9.76,70.45,0.0,96.16,2023-12-06 22:00:00
0.0,3.3,7.35,9.4,76.23,0.0,98.74,2023-12-06 23:00:00
0.0,3.24,7.24,9.03,83.25,0.0,98.25,2023-12-07 00:00:00
0.0,3.11,6.88,8.66,90.44,0.0,59.13,2023-12-07 01:00:00
0.0,2.93,6.49,8.28,97.71,0.0,86.28,2023-12-07 02:00:00
0.0,2.82,6.26,7.96,100.0,0.0,50.05,2023-12-07 03:00:00
0.0,2.91,6.35,7.93,100.0,0.0,52.82,2023-12-07 04:00:00
0.0,3.02,6.46,7.92,100.0,0.0,35.4,2023-12-07 05:00:00
0.0,3.07,6.4,7.93,100.0,0.0,51.02,2023-12-07 06:00:00
20.85,3.42,6.13,8.3,100.0,0.0,56.98,2023-12-07 07:00:00
141.2,4.36,5.29,9.91,91.09,0.0,61.8,2023-12-07 08:00:00
269.75,3.88,4.49,12.14,81.79,0.0,65.23,2023-12-07 09:00:00
378.38,5.44,6.81,16.03,71.03,0.0,69.06,2023-12-07 10:00:00
448.17,7.11,8.7,19.69,62.64,0.0,65.01,2023-12-07 11:00:00
437.62,7.54,9.24,21.52,56.54,0.0,94.38,2023-12-07 12:00:00
396.8,7.51,9.29,22.26,55.12,0.0,70.61,2023-12-07 13:00:00
318.08,7.08,8.98,22.2,56.91,0.0,71.44,2023-12-07 14:00:00
206.25,6.29,8.36,21.87,59.78,0.0,72.29,2023-12-07 15:00:00
84.28,4.84,7.79,20.9,65.91,0.0,73.21,2023-12-07 16:00:00
4.45,3.92,8.22,18.89,76.96,0.0,77.99,2023-12-07 17:00:00
0.0,4.62,8.75,18.42,79.95,0.0,79.23,2023-12-07 18:00:00
0.0,5.23,8.57,18.2,82.36,0.0,57.24,2023-12-07 19:00:00
0.0,5.32,8.27,17.57,87.01,0.0,30.25,2023-12-07 20:00:00
0.0,5.75,8.6,17.04,90.77,0.0,20.32,2023-12-07 21:00:00
0.0,6.78,10.02,16.67,93.55,0.0,50.97,2023-12-07 22:00:00
0.0,6.44,9.38,16.2,96.85,0.0,78.94,2023-12-07 23:00:00
0.0,5.88,9.12,15.95,98.09,0.0,90.08,2023-12-08 00:00:00
0.0,5.21,8.41,15.77,99.01,0.0,98.04,2023-12-08 01:00:00
0.0,4.85,8.53,15.7,99.52,0.0,90.7,2023-12-08 02:00:00
0.0,5.53,9.21,16.41,97.94,0.0,63.0,2023-12-08 03:00:00
0.0,5.62,9.23,16.48,98.65,0.0,54.87,2023-12-08 04:00:00
0.0,5.0,8.54,16.18,100.0,0.0,62.03,2023-12-08 05:00:00
0.0,4.1,7.96,15.61,100.0,0.0,61.03,2023-12-08 06:00:00
15.3,3.98,7.76,15.59,100.0,0.0,70.19,2023-12-08 07:00:00
95.07,5.12,6.88,17.73,91.3,0.0,78.03,2023-12-08 08:00:00
173.05,6.42,8.28,20.02,81.42,0.0,84.3,2023-12-08 09:00:00
233.1,7.18,8.71,21.9,71.7,0.0,90.37,2023-12-08 10:00:00
346.38,6.96,8.3,23.41,63.57,0.0,80.41,2023-12-08 11:00:00
507.85,6.8,8.07,24.65,56.96,0.0,60.41,2023-12-08 12:00:00
501.45,6.7,7.98,25.38,53.31,0.0,42.43,2023-12-08 13:00:00
405.8,6.54,7.89,25.56,52.04,0.0,37.75,2023-12-08 14:00:00
269.85,6.31,7.85,25.26,53.2,0.0,33.49,2023-12-08 15:00:00
115.62,5.06,7.32,24.0,59.83,0.0,28.8,2023-12-08 16:00:00
6.53,3.47,7.76,20.19,79.53,0.0,22.28,2023-12-08 17:00:00
0.0,4.1,8.81,19.0,86.53,0.0,16.85,2023-12-08 18:00:00
0.0,4.78,9.07,18.65,90.32,0.0,11.5,2023-12-08 19:00:00
0.0,4.85,8.77,17.9,96.62,0.0,6.15,2023-12-08 20:00:00
0.0,4.52,8.62,17.02,100.0,0.0,29.74,2023-12-08 21:00:00
0.0,4.36,8.54,16.49,100.0,0.0,38.98,2023-12-08 22:00:00
0.0,4.06,8.31,15.99,100.0,0.0,54.36,2023-12-08 23:00:00
0.0,4.25,8.62,16.28,100.0,0.0,73.85,2023-12-09 00:00:00
0.0,4.58,8.88,16.68,100.0,0.0,91.42,2023-12-09 01:00:00
0.0,4.69,9.02,16.77,100.0,0.0,91.27,2023-12-09 02:00:00
0.0,4.23,8.68,16.39,100.0,0.0,94.76,2023-12-09 03:00:00
0.0,3.78,8.29,15.87,100.0,0.0,98.45,2023-12-09 04:00:00
0.0,3.31,7.44,15.32,100.0,0.0,98.96,2023-12-09 05:00:00
0.0,2.99,6.19,14.72,100.0,0.0,84.61,2023-12-09 06:00:00
19.02,3.33,6.19,14.49,100.0,0.01,65.55,2023-12-09 07:00:00
168.98,4.78,5.79,15.64,85.35,0.01,40.86,2023-12-09 08:00:00
353.3,4.62,5.35,17.32,62.93,0.0,22.16,2023-12-09 09:00:00
506.15,4.57,5.18,19.53,47.91,0.0,6.18,2023-12-09 10:00:00
598.3,4.88,5.54,21.59,40.6,0.0,2.39,2023-12-09 11:00:00
610.1,5.75,6.6,22.85,35.43,0.0,8.25,2023-12-09 12:00:00
569.62,6.71,7.85,23.38,31.66,0.0,14.2,2023-12-09 13:00:00
368.02,7.45,8.93,23.18,29.14,0.0,51.94,2023-12-09 14:00:00
253.32,8.06,9.98,22.16,28.52,0.0,50.08,2023-12-09 15:00:00
110.45,8.15,10.79,20.2,30.45,0.0,48.79,2023-12-09 16:00:00
6.32,7.41,10.75,17.28,36.69,0.0,50.29,2023-12-09 17:00:00
0.0,6.91,10.09,15.12,43.76,0.0,49.05,2023-12-09 18:00:00
0.0,6.97,10.2,13.5,49.9,0.0,12.13,2023-12-09 19:00:00
0.0,7.21,10.33,12.18,54.93,0.0,9.93,2023-12-09 20:00:00
0.0,7.05,10.1,10.96,57.67,0.0,7.57,2023-12-09 21:00:00
0.0,6.55,9.66,9.88,58.34,0.0,5.22,2023-12-09 22:00:00
0.0,6.25,9.36,8.92,58.05,0.0,2.87,2023-12-09 23:00:00
0.0,6.29,9.38,8.08,57.31,0.0,0.51,2023-12-10 00:00:00
0.0,6.29,9.36,7.25,56.11,0.0,0.29,2023-12-10 01:00:00
0.0,6.28,9.35,6.45,55.14,0.0,0.06,2023-12-10 02:00:00
0.0,6.29,9.32,5.68,54.66,0.0,0.21,2023-12-10 03:00:00
0.0,6.1,9.19,4.89,54.43,0.0,0.36,2023-12-10 04:00:00
0.0,5.53,8.76,4.0,54.78,0.0,0.51,2023-12-10 05:00:00
0.0,4.87,8.26,3.01,56.86,0.0,2.05,2023-12-10 06:00:00
28.9,4.88,7.99,2.37,57.97,0.0,1.9,2023-12-10 07:00:00
213.8,5.6,6.67,3.99,50.54,0.0,1.75,2023-12-10 08:00:00
405.67,6.49,8.25,7.6,33.49,0.0,1.6,2023-12-10 09:00:00
555.72,7.13,8.57,10.14,24.56,0.0,1.45,2023-12-10 10:00:00
647.03,6.66,7.89,11.77,21.55,0.0,1.29,2023-12-10 11:00:00
671.92,6.0,7.04,13.27,19.28,0.0,1.14,2023-12-10 12:00:00
629.55,5.29,6.19,14.48,17.79,0.0,0.99,2023-12-10 13:00:00
519.53,4.54,5.3,15.06,17.49,0.0,2.95,2023-12-10 14:00:00
355.6,3.85,4.52,14.89,18.33,0.0,4.9,2023-12-10 15:00:00
156.25,2.37,3.53,13.44,29.71,0.0,7.81,2023-12-10 16:00:00
9.4,1.77,2.69,10.16,46.85,0.0,8.82,2023-12-10 17:00:00
0.0,1.37,1.95,9.4,41.97,0.0,10.72,2023-12-10 18:00:00
0.0,1.32,1.9,8.68,43.07,0.0,11.75,2023-12-10 19:00:00
0.0,2.01,2.99,7.34,48.12,0.0,11.23,2023-12-10 20:00:00
0.0,2.63,4.19,5.59,56.06,0.0,14.36,2023-12-10 21:00:00
0.0,3.01,5.09,4.5,59.72,0.0,18.45,2023-12-10 22:00:00
0.0,3.21,5.73,3.82,61.23,0.0,20.51,2023-12-10 23:00:00
0.0,3.3,6.17,3.3,62.88,0.0,23.58,2023-12-11 00:00:00
0.0,3.3,6.44,2.86,65.29,0.0,21.53,2023-12-11 01:00:00
0.0,3.23,6.46,2.43,68.19,0.0,0.0,2023-12-11 02:00:00
0.0,3.09,6.06,1.98,71.97,0.0,9.23,2023-12-11 03:00:00
0.0,2.94,5.47,1.53,75.47,0.0,11.79,2023-12-11 04:00:00
0.0,2.76,4.89,1.18,77.62,0.0,12.82,2023-12-11 05:00:00
0.0,2.52,4.23,1.0,78.17,0.0,11.81,2023-12-11 06:00:00
24.98,2.24,3.64,1.17,78.22,0.0,10.46,2023-12-11 07:00:00
198.68,2.26,2.98,4.45,63.72,0.0,9.35,2023-12-11 08:00:00
387.1,2.21,2.52,7.28,51.78,0.0,7.21,2023-12-11 09:00:00
534.3,3.65,4.28,11.27,38.02,0.0,5.7,2023-12-11 10:00:00
624.85,4.16,4.83,14.7,27.39,0.0,4.17,2023-12-11 11:00:00
648.97,4.09,4.71,17.01,21.78,0.0,2.65,2023-12-11 12:00:00
608.9,3.95,4.55,18.12,20.2,0.0,1.12,2023-12-11 13:00:00
503.95,3.91,4.5,18.55,19.88,0.0,1.1,2023-12-11 14:00:00
345.42,3.89,4.56,18.25,20.86,0.0,1.08,2023-12-11 15:00:00
151.88,2.74,5.13,16.07,35.25,0.0,1.06,2023-12-11 16:00:00
8.82,3.38,6.57,11.06,53.25,0.0,1.04,2023-12-11 17:00:00
0.0,3.73,7.51,9.45,55.57,0.0,1.03,2023-12-11 18:00:00
0.0,3.77,7.86,8.78,57.61,0.0,4.62,2023-12-11 19:00:00
0.0,3.72,7.94,8.08,61.48,0.0,4.1,2023-12-11 20:00:00
0.0,3.64,7.97,7.33,67.39,0.0,5.65,2023-12-11 21:00:00
0.0,3.55,7.9,6.58,75.74,0.0,5.13,2023-12-11 22:00:00
0.0,3.39,7.57,5.85,85.55,0.0,10.28,2023-12-11 23:00:00
0.0,3.14,7.04,5.14,96.6,0.0,42.94,2023-12-12 00:00:00
0.0,2.87,6.34,4.47,100.0,0.0,48.42,2023-12-12 01:00:00
0.0,2.44,5.39,4.75,100.0,0.0,38.99,2023-12-12 02:00:00
0.0,2.45,3.85,5.88,100.0,0.0,83.9,2023-12-12 03:00:00
0.0,1.79,2.31,6.34,97.31,0.0,83.22,2023-12-12 04:00:00
0.0,1.56,1.85,6.36,96.04,0.0,85.46,2023-12-12 05:00:00
0.0,1.93,2.23,6.36,95.78,0.01,87.49,2023-12-12 06:00:00
17.27,2.39,2.81,6.41,95.69,0.01,83.05,2023-12-12 07:00:00
160.3,2.69,3.06,7.18,92.56,0.01,75.65,2023-12-12 08:00:00
332.98,3.05,3.54,9.59,82.54,0.0,74.09,2023-12-12 09:00:00
473.27,3.4,3.81,12.97,68.23,0.0,71.65,2023-12-12 10:00:00
565.47,4.05,4.76,16.85,55.27,0.0,67.86,2023-12-12 11:00:00
536.8,4.44,5.19,19.64,46.47,0.0,89.07,2023-12-12 12:00:00
389.0,4.65,5.44,20.58,42.74,0.0,99.51,2023-12-12 13:00:00
309.92,4.82,5.72,20.87,41.24,0.0,99.01,2023-12-12 14:00:00
192.48,4.6,5.71,20.28,42.7,0.0,98.78,2023-12-12 15:00:00
82.75,3.16,5.78,18.6,52.71,0.0,98.03,2023-12-12 16:00:00
5.07,3.2,7.11,14.94,69.06,0.0,99.84,2023-12-12 17:00:00
0.0,4.16,8.99,14.04,69.83,0.0,99.91,2023-12-12 18:00:00
0.0,5.21,9.37,13.79,70.0,0.01,100.0,2023-12-12 19:00:00
0.0,5.65,9.32,12.89,72.88,0.01,99.64,2023-12-12 20:00:00
0.0,5.26,8.65,11.96,73.73,0.0,100.0,2023-12-12 21:00:00
0.0,4.23,7.32,11.14,74.6,0.0,99.92,2023-12-12 22:00:00
0.0,3.12,6.47,10.29,77.43,0.0,99.96,2023-12-12 23:00:00
0.0,2.66,6.01,9.54,81.28,0.0,100.0,2023-12-13 00:00:00
0.0,2.58,5.84,8.99,84.32,0.0,98.68,2023-12-13 01:00:00
0.0,2.71,6.01,9.16,83.89,0.0,100.0,2023-12-13 02:00:00
0.0,3.23,6.27,9.54,81.9,0.01,100.0,2023-12-13 03:00:00
0.0,3.27,6.07,9.71,82.17,0.02,100.0,2023-12-13 04:00:00
0.0,3.38,5.91,9.82,82.53,0.02,100.0,2023-12-13 05:00:00
0.0,3.82,5.97,10.0,81.84,2.92,100.0,2023-12-13 06:00:00
6.43,3.82,5.81,9.97,83.4,5.07,100.0,2023-12-13 07:00:00
49.1,4.2,5.38,10.35,83.04,7.83,100.0,2023-12-13 08:00:00
97.55,4.22,5.23,11.06,80.48,7.67,99.37,2023-12-13 09:00:00
137.75,4.61,5.63,12.07,72.67,5.92,99.18,2023-12-13 10:00:00
169.45,4.32,5.14,13.02,64.61,3.56,97.09,2023-12-13 11:00:00
208.7,4.28,5.08,13.81,56.72,1.98,98.25,2023-12-13 12:00:00
223.82,4.65,5.53,14.48,49.37,0.66,99.89,2023-12-13 13:00:00
190.62,4.78,5.79,15.14,43.64,0.19,99.77,2023-12-13 14:00:00
130.82,4.56,5.64,15.3,41.05,0.57,99.04,2023-12-13 15:00:00
54.2,3.19,5.42,14.21,48.11,0.34,99.04,2023-12-13 16:00:00
3.53,2.63,5.9,12.29,61.19,0.03,100.0,2023-12-13 17:00:00
0.0,2.86,6.41,11.74,61.39,0.0,100.0,2023-12-13 18:00:00
0.0,2.95,6.57,11.38,61.34,0.0,100.0,2023-12-13 19:00:00
0.0,2.96,6.55,10.95,62.77,0.0,99.98,2023-12-13 20:00:00
0.0,3.05,6.62,10.59,64.18,0.0,100.0,2023-12-13 21:00:00
0.0,3.24,6.75,10.35,65.1,0.01,99.79,2023-12-13 22:00:00
